UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,20-CO-020,Online,20220218,17:09,877,15,884,,,4/1/2022,1,Yes,No,Average,3,Yes,No,Yes,Average,Yes,Average,Yes,Above average,No,Valid skip,Yes,Extremely poor,Yes,I did not receive assistance,Yes,Above average,Yes,I did not receive assistance,Yes,Below average,Yes,Average,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,1,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,Yes,,Multiracial or Biracial,Choose not to respond,I choose not to respond,I choose not to respond,,,Completed
,13-FL-096,Online,20220104,21:30,615,10,615,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,13-IL-104,Online,20220309,11:33,451,8,451,,,4/1/2022,4+,Yes,No,Above Average,4,Yes,Yes,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,Completed
,12-CA-013,Online,20220120,11:24,484,8,484,,,4/1/2022,1,Yes,Yes,Excellent,5,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Man,,,Completed
,20-MI-226,Online,20220217,04:12,405,7,405,,,4/1/2022,1,No,Valid skip,Average,3,No,Valid skip,Yes,Above average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,Average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,0,Yes,Very satisfied,Very satisfied,Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,13-ZZ-133,Online,20220313,22:34,509,8,514,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-CA-009,Online,20220329,11:01,1144,19,1144,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,22-ZZ-278,Online,20220314,17:40,262,4,262,,,4/1/2022,4+,Yes,Yes,Above Average,4,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-IL-033,Online,20220322,17:44,762,13,762,,,4/1/2022,1,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,15-GU-326,Online,20220319,02:05,729,12,729,,,4/1/2022,1,Yes,No,Average,3,Yes,Yes,Yes,Average,Yes,I did not receive assistance,Yes,Average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,0,Yes,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-MN-046,Online,20220223,16:50,396,7,399,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-MD-042,Online,20220310,13:33,1972,33,1972,,,4/1/2022,1,No,Valid skip,Above Average,4,No,Valid skip,Yes,Average,Yes,Average,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Very satisfied,Satisfied,Dissatisfied,Refused,,,Refused,,Refused,Refused,Refused,Refused,,,
,20-SD-136,Online,20220305,00:15,1591,27,1591,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Above average,Yes,Above average,No,Valid skip,Yes,Above average,Yes,Average,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Above average,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,22-CA-019,Online,20220329,17:03,458,8,461,,,4/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Above average,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Above average,Yes,I did not receive assistance,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Satisfied,Both positive and negative comments,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-TX-141,Online,20220129,13:14,235,4,235,,,4/1/2022,4+,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Dissatisfied,Very satisfied,Very satisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,12-MD-042,Online,20220309,20:18,673,11,673,,,4/1/2022,1,Yes,Yes,Average,3,Yes,Yes,Yes,Above average,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Average,Yes,Below average,No,Valid skip,Yes,Average,No,Valid skip,Yes,Average,Yes,Above average,Yes,Below average,Yes,Above average,Yes,Below average,No,Valid skip,0,No,Very satisfied,Very satisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Yes,,Choose not to respond,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,Completed
,21-NC-237,Online,20220115,16:14,360,6,360,,,4/1/2022,2,Yes,Yes,Extremely Poor,1,Yes,No,Yes,Below average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,1,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,Completed
,20-ZZ-026,Online,20220328,18:42,599,10,694,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,I did not receive assistance,Yes,Above Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Excellent,Yes,Above Average,Yes,I did not receive assistance,0,Yes,Very Dissatisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-CO-020,Online,20220302,11:36,897,15,897,,,4/1/2022,2,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,I did not receive case management,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Both positive and negative comments,,,Refused,,Refused,Refused,Refused,Refused,,,
,20-OK-065,Online,20220301,19:17,861,14,1131,,,4/1/2022,1,No,Valid skip,Below average,2,Yes,No,Yes,Average,Yes,Below average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely Poor,Yes,Extremely poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Below average,Yes,I did not receive assistance,0,Yes,Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Yes,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,13-FL-096,Online,20220214,23:25,286,5,286,,,4/1/2022,1,Yes,Yes,Average,3,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,No,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Man,,,Completed
,13-IN-106,Online,20220309,11:00,228,4,228,,,4/1/2022,3,No,Valid skip,Above Average,4,Yes,No,Yes,I did not receive case management,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Average,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,Completed
,19-FL-025,Online,20220121,17:05,484,8,484,,,4/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,2,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-AZ-157,Online,20220224,17:20,199,3,199,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-MI-226,Online,20220307,18:47,387,6,387,,,4/1/2022,1,Yes,No,Average,3,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,0,Yes,Neither satisfied nor Dissatisfied,Very Dissatisfied,Very Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,16-MO-048,CATI,20220331,13:42,367,6,,I0,'CO': Completed,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,Interrupted
,20-ZZ-301,Online,20220309,14:26,411,7,411,,,4/1/2022,3,Yes,Yes,Above Average,4,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,I did not receive assistance,Yes,Above Average,Yes,I did not receive assistance,Yes,Average,2,No,Satisfied,Satisfied,Satisfied,Both positive and negative comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-ZZ-127,Online,20220304,11:24,413,7,413,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-CA-009,Online,20220328,17:46,190,3,196,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-WI-302,Online,20220223,14:16,837,14,837,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-MD-042,IVR,20220110,10:51,343,6,,I0,'CO': Completed,4/1/2022,4+,Yes,Yes,Excellent,5,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Choose not to respond,Heterosexual or straight,Man,'CO': Completed,1,Interrupted
,20-MA-211,Online,20220114,10:23,602,10,602,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Choose not to respond,Heterosexual or straight,Man,,,Completed
,18-PR-132,Online,20220329,11:21,551,9,551,,,4/1/2022,2,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-CA-018,Online,20220309,05:17,872,15,872,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,Completed
,15-IA-192,Online,20220311,17:01,668,11,672,,,4/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Excellent,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Above average,0,Yes,Satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Refused,Refused,Refused,Refused,,,
,20-CO-020,Online,20220113,19:30,313,5,313,,,4/1/2022,1,Yes,No,Below average,2,No,Valid skip,Yes,I did not receive case management,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,Extremely poor,Yes,Extremely poor,Yes,Extremely poor,No,Valid skip,2,Yes,Dissatisfied,Neither satisfied nor Dissatisfied,Very Dissatisfied,Negative comments only,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,Completed
,20-ZZ-026,Online,20220228,10:01,255,4,255,,,4/1/2022,1,Yes,No,Excellent,5,Yes,Yes,Yes,Above average,Yes,Average,Yes,Above average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Above average,Yes,Above average,Yes,Above average,No,Valid skip,Yes,Above average,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,Completed
,22-CA-019,Online,20220302,16:57,222,4,222,,,4/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Gay,Man,,,Completed
,19-FL-025,Online,20220225,18:51,932,16,932,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-AZ-157,Online,20220225,11:06,168,3,168,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very satisfied,Positive comments only,,,No,,"American Indian, Alaska Native, or Indigenous",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
